customer_id,customer_zip_code_prefix,customer_city,customer_state
mdvL8GcA48MB,63905,CUIABA,MT
gLbETGDd0j1G,27262,SAO VICENTE,SP
esX5wEquzxdQ,7150,SALVADOR,BA
clN2YL3irM0E,23090,PORTO ALEGRE,RS
30cNb6zU5bdF,88920,SAO PAULO,SP
tmRS8jA1rAPk,76850,TORRINHA,SP
LC5JbjNPJ9cc,42701,CAPIVARI,SP
QxEC3FQz1Fad,15915,XAXIM,SC
oJE8btgy2Mph,27947,VILA VELHA,ES
yIuvrB1mfmFD,87528,CUIABA,MT
NSSpB7bE9Kly,3084,PIRACICABA,SP
ZTK8z7qOuCPL,70873,SAO GONCALO,RJ
6dFFKZFDdRoj,30662,SANTOS,SP
fPjuib0jk2Xv,8737,FLORIANO,PI
19XoRN6vrgP4,41620,FORTALEZA,CE
ALdmG0RurCrZ,6142,EMBU-GUACU,SP
KqA1vrqc1B0p,39780,BELO HORIZONTE,MG
ngJYSijcEvOs,75803,COTIA,SP
SbJlwmOvAZWh,47800,SAO PAULO,SP
xesyklOwOTA3,65054,RIO DE JANEIRO,RJ
TkzRGHBtjYem,5459,PORTO VELHO,RO
RMOr8ArZO3ly,62820,SAO PAULO,SP
Mgcf3caIO59o,53439,FAZENDA RIO GRANDE,PR
QcDlhElZBaBm,48730,PARACATU,MG
73AK5JcfIpi7,21920,SAO JOAO EVANGELISTA,MG
4wfzOBeBJtIm,11010,PORTO ALEGRE,RS
VxK4YJEJUGCQ,52171,OSASCO,SP
9vAcs3n6MlMF,29203,LIVRAMENTO DE NOSSA SENHORA,BA
ifJd8BEcam3f,55250,ITABIRA,MG
k2cG4miV1yKB,2051,IBIRITE,MG
5aakwOKk4OeN,66025,RIO DE JANEIRO,RJ
hymxJqr7UyKo,35411,RIO CLARO,SP
WVtAEudQwBbb,3161,BOM JARDIM DE MINAS,MG
TEdVVn35Yp2r,29785,SAO PAULO,SP
MaVbkbXzZ3bO,57300,CURITIBA,PR
t4KfgGI8Cyvx,26112,VITORIA DA CONQUISTA,BA
FVDupzTcnq35,1036,SERTANOPOLIS,PR
qdORa0zlecrj,9981,MARINGA,PR
wsK8oYLi1cbp,49480,ALVINOPOLIS,MG
t9CSTufI7S23,60130,SAO PAULO,SP
HzF0ZcDZYCtc,72280,SALVADOR,BA
jF0aWARapDOp,6763,CAXIAS DO SUL,RS
uev1vUE2yc5k,2441,IVOTI,RS
pImNXNj9ju7V,86935,SAO PAULO,SP
I3DSWsOM26we,87308,BELO HORIZONTE,MG
HqGcgbea4DGu,63590,CACHOEIRAS DE MACACU,RJ
vRs88nZTsVL1,26070,OSASCO,SP
kdqa3EQLOlMB,96530,UBERLANDIA,MG
cgHywprcvPnp,58031,ALTAMIRA,PA
4kmtqtKoPyVw,99020,TORRES,RS
neODFclE5k4R,15773,BELEM,AL
PE4ULJ0y66W3,37030,ARAQUARI,SC
Qtvy4bvBJzrt,49009,VARGEM GRANDE PAULISTA,SP
7k22JGQILAKP,58155,GUARATINGUETA,SP
w6Nmtoxpn7YM,71571,SAO PAULO,SP
4Gp74jCyISle,81670,JARAGUA DO SUL,SC
e6rctLklLijS,68645,FORTALEZA,CE
Z7muN9E0bQFV,18225,SAO PAULO,SP
xrL84lggxlJG,38412,BONITO DE SANTA FE,PB
aDKMngmLkid3,40250,ITAPEVI,SP
cQHgu8w8gwgN,65390,DIADEMA,SP
DubFgKQQ5RAO,2541,CANAVIEIRAS,BA
xt0K3tDIfUrY,58416,INACIOLANDIA,GO
CM66HnUUZB5s,39527,ANAPOLIS,GO
E0mAaURy59PV,81450,PETROPOLIS,RJ
eFmXIBfWmWni,73015,FAXINAL,PR
Akorupk8kzE6,24451,SAO BERNARDO DO CAMPO,SP
uLkXUOcvR8ng,39645,SANTOS,SP
kWuC6XOLoqor,38050,SOROCABA,SP
OlVnPlA3JOkl,4301,FERRAZ DE VASCONCELOS,SP
fBlPYYmI25CF,23870,RIO DE JANEIRO,RJ
Aran6YZwKaMk,78310,RIO DE JANEIRO,RJ
ZSZkRuLJA4Fo,95340,UBIRATA,PR
d0Xc0Y2ayoCX,81550,PARANAVAI,PR
xgHryuIUd508,70756,RIO DE JANEIRO,RJ
uQW7wDlDTm9Z,74953,CAMPOS NOVOS,SC
cYdedGxsSpf7,13710,SAO PAULO,SP
18vP4UoxLjF5,3672,MARICA,RJ
tZjYbu8scLtr,7033,GUANHAES,MG
ZnnF7FpBHZzS,58700,LONDRINA,PR
DYdeBWUXUyu8,3710,BELO HORIZONTE,MG
hS9EdUJFKNEM,90035,CONTAGEM,MG
1MaynTnLfG9z,7980,SOROCABA,SP
0yYI0tQqid24,61654,ARACAJU,SE
Fu4UwbEA6Zrw,7113,GOIANIA,GO
MpZtVcwOgoWY,94838,SAO PAULO,SP
bEP5Pk4AhCL4,66070,URUPES,SP
5Ib4FhBzneO9,59063,SAO PAULO,SP
rlbRXLKjEOVL,64804,PAULINIA,SP
jRX87GGUh9nc,13857,FRANCA,SP
ZwYmzecK9UOn,97544,GOIANIA,GO
33H0N0QjBYv8,6506,AMERICANA,SP
zzxSI88Vwv7d,58401,NEROPOLIS,GO
ni5piL9OOXBg,13843,MOGI DAS CRUZES,SP
p5GVHhIbjpnr,70057,ARCOVERDE,PE
MKSJ4zKMn1NP,12040,BELO HORIZONTE,MG
eSVfi9SVP4b4,5889,SALVADOR,BA
e3LrurokZQZF,59790,AGUAS VERMELHAS,MG
J97Lk7z5IG4f,44450,CAMPO GRANDE,MS
JMv9qzmlScMR,47530,SANTANA DE PARNAIBA,SP
DHVmzkKbEzXd,4854,UBERLANDIA,MG
bn7T4ue47IsF,71996,SALESOPOLIS,SP
oGZMQNFUIETz,70238,CAMPINAS,SP
tLPxy4EG8imM,41280,SANTO ANDRE,SP
vZ0OGym5Ev2N,13085,MAFRA,SC
YtMFJL970waI,8110,GUAIBA,RS
QbZivVuWlnbf,5029,RIO BRANCO,AC
K950RzUvwRoc,50980,GOIANIA,GO
y2G5yAmKhaIX,24421,SAO PAULO,SP
fNZthvSwdSID,32415,SAO PAULO,SP
ywYKtvTh7rd0,55178,SALVADOR,BA
V9pt6711JkOk,5704,SAO PAULO,SP
rgopT5qRTYti,14057,ILHEUS,BA
zIyMEMFuwGrT,60411,CABO FRIO,RJ
4S2a8FjhLPU4,74932,CORNELIO PROCOPIO,PR
JPFh11gXr4qI,3543,QUATRO BARRAS,PR
x9ZBuWziiewO,71635,RECIFE,PE
oIQsf6Qh0mqC,33120,RIBEIRAO PRETO,SP
Tv0agpAqqBzp,95727,UBERABA,MG
csUY40BBhybk,2732,QUERENCIA,MT
hgtya9iHXX0p,28620,GRAMADO,RS
m2xNsOSNLnZ2,30662,SANTOS,SP
K9grMdqdXUwk,78360,LONDRINA,PR
0RDZqmVIuoFY,95240,IPANEMA,MG
wcCJbP5jcRl4,89176,VICOSA,MG
HuSPsoSDznme,81720,CASSILANDIA,MS
f10fv42f34kX,88763,CURITIBA,PR
da9mFT9KGbJq,60530,CALIFORNIA,PR
z13ylckSDprY,65350,PARANAVAI,PR
8sy7ZgH1IcMj,11090,DIVINOPOLIS,MG
d4bhV1qXkzYc,21765,RIO DE JANEIRO,RJ
3PvGvWT0b1ji,3063,RIO DE JANEIRO,RJ
eHy3NTUh3tEt,68741,JANDIRA,SP
ZF0TYZimY0vw,20941,DIADEMA,SP
Efr27krkFY1t,55495,AURIFLAMA,SP
Rn5Ta1DKTLAs,12216,SUZANO,SP
yQ9wMKZtzeLG,8371,PINHAO,PR
evVYi2nJ4ALW,84172,SAO PAULO,SP
ik3ZIaQryhWH,55152,JOINVILLE,SC
SsJ8sEUF42kD,9854,GUARULHOS,SP
RpbmbaJxOPsW,6122,SAO PAULO,SP
a8uHyRupe4xr,66635,GUARULHOS,SP
F9ggTySud9fK,83218,PONTA GROSSA,PR
RzILoDDOsZjF,22245,SAO SEBASTIAO DO PARAISO,MG
6pIiTH4DGrE8,29946,SAO JOSE DOS PINHAIS,PR
aDCoPFEYldc6,88380,NOVA ODESSA,SP
V3SuHK9FaEcj,95173,CAMPINAS,SP
41p8bmTo9eBr,86049,DORES DE GUANHAES,MG
x1ECEhU0WZNB,6361,JOINVILLE,SC
s3xvwkodqmHP,4835,CAMPO LIMPO PAULISTA,SP
9pkyQiH0njfs,12307,PARAGOMINAS,PA
7tVm2xfpRMOg,3373,ARACAJU,SE
tjPK2qGX97L2,6663,SAO PAULO,SP
aMvQ78ibFU3I,30644,SAO JOSE DOS CAMPOS,SP
8pzEjVuLK18Q,38741,RIO DE JANEIRO,RJ
UMo3sPRU8Rcf,68633,PARAIBUNA,SP
RaeKH8ZvQ6wb,57046,TERESINA,PI
FU3A6KMtluXQ,7835,VALENCA,RJ
IiGKJoIlARas,5125,BELO HORIZONTE,MG
ElHqCBM0ArJi,68928,SAO PAULO,SP
7vgzFK3Pzq1A,3941,SAO PAULO,SP
MLpZC4ZZwzG9,69096,ITAPIRA,SP
DKUqLzyOPkXq,39780,BELO HORIZONTE,MG
q335lZ8Tn2ry,3564,SAO PAULO,SP
2noYa1xn6w2Y,2989,BEBEDOURO,SP
ZclfTNlQtKv6,72610,TOLEDO,PR
N5F2yzp2on1I,99072,GUARULHOS,SP
TYBunudfST4c,16403,RIO DE JANEIRO,RJ
uqCjCKN11EIH,21830,GUARULHOS,SP
aVefkMtFAXHJ,47806,BARUERI,SP
eAMAbVjSGCsQ,85520,ARARAS,SP
CO1VWrldBlEN,7095,BELO HORIZONTE,MG
63X7KM1QU5mx,44670,CAMPINAS,SP
yg2UipDl7ZEI,65040,MARIANA,MG
d95bEfMNmkoc,1426,SAO PAULO,SP
T9Kr6V6yoONe,74265,NITEROI,RJ
UA6xW9oolWcO,1144,SANTO ANDRE,SP
9Hhmb6Ydkb6m,77780,VITORIA,ES
BaXK8Bmrev6m,53010,SAO FRANCISCO DE ASSIS,RS
1Kh8Nhaqel2u,63165,GOIANIA,GO
AMnUxsMDw191,8382,OSASCO,SP
foi9S06QJLpK,44057,SAO PAULO,SP
qbN5bT505h58,65300,MARTINS SOARES,MG
tFJRlDP4jClm,86070,SAO PAULO,SP
o2kjhhEPemKJ,89180,VESPASIANO,MG
mUTJ0mIUzCfw,84130,JOINVILLE,SC
10wk5s7tgS6I,12690,CASTELO DO PIAUI,PI
iayqfg3V6Dbg,67105,COSTA RICA,MS
2GEypubQ0ORY,29210,SALVADOR,BA
0EV6twq65IyE,39530,PRAIA GRANDE,SP
2DxdvlKzymvW,26193,ILHA SOLTEIRA,SP
EHUuUuIUk6yx,16015,RIO DE JANEIRO,RJ
X5bgprYmvfwd,35480,SAO JOSE DO RIO PRETO,SP
1xvHZz87MoOy,23066,SAO PAULO,SP
zUzW73I2bWSu,18015,APIAI,SP
T2xEk3ooMcK3,55292,IBOTIRAMA,BA
SvukGim5MV8y,3052,BARRA DE SAO JOAO,RJ
YzhQjl1sOZlu,37975,GUARATINGUETA,SP
rOegJqlFEfzw,6322,IBARAMA,RS
8tCoVaXA7MmK,9981,MARINGA,PR
2p6e7su79S0e,53700,TUPA,SP
IVGotkISnnFC,4230,SAO PAULO,SP
6HgdqKzOnWrM,27925,SAO JOSE DOS CAMPOS,SP
c05jPM4pQbEg,23025,RIO DE JANEIRO,RJ
TJTWOvAN7YlV,12960,SANTA ISABEL,SP
I5DzPD3KzQbn,21870,UBERLANDIA,MG
QYyAvYm6Q7m4,86290,ITUIUTABA,MG
OEfiQXu4wTZT,30820,PERPETUO SOCORRO,MG
jhhhzpV3p3rG,64645,SAO PAULO,SP
WWfHCqHw6wAv,75063,RIO GRANDE,RS
AwLZp8qLdzLf,50610,SAO PAULO,SP
cGM36qBKWNtB,19030,MONTE CARMELO,MG
wadVKWA1Pt9X,63870,CAUCAIA,CE
ZY41SE479fZq,48840,RIO DE JANEIRO,RJ
CeJ4l47hx1eK,9445,UBERLANDIA,MG
IbHZQs2pswDD,69900,SAO PAULO,SP
cplszN7ubeiA,18620,SAO PAULO,SP
ZJws3ERPmSLN,83411,CURITIBA,PR
DcKxXscu7uCt,27913,CAIEIRAS,SP
UlPJI6uRDadt,29317,SAO PAULO,SP
F33Z8tg4mamP,26600,BIRIGUI,SP
L8B7MgaPUd0m,95370,SAO JOAO DE MERITI,RJ
1qc9b1W9otM7,1322,BRASILIA,DF
XzdM8NI9BBoa,88865,CAMPINAS,SP
PiteF2VjbjTc,24430,MARICA,RJ
93ekF1mXlqZU,37903,VOLTA REDONDA,RJ
vzUb1C7Mq0Wj,39350,CACHOEIRINHA,RS
nFiT2ykhLx2z,6708,GUARULHOS,SP
44sbDNbUB4Bf,89065,SAO PAULO,SP
rVPbVpFzRbNu,87390,SAO JOSE DOS PINHAIS,PR
1KJi5yCYg9S8,68665,GARANHUNS,PE
lCtu5NgY5ijr,38415,RIO DE JANEIRO,RJ
Yw2Cr6uQr0yK,7951,OSASCO,SP
X4mrNxaOIDrf,59192,SAO PAULO,SP
QWsk1nOie3dl,45745,GUARULHOS,SP
jutET7cpgWTb,24727,BELO HORIZONTE,MG
II5EEypvD2Ao,64007,UBERABA,MG
9TWewGy8SwJf,89865,SANTO ANDRE,SP
97HC8uUJF8JM,66110,GUARULHOS,SP
G57ydFgvPPGz,95044,RIO DE JANEIRO,RJ
AfpSTbpf3Owg,36070,SAO PAULO,SP
77qnBR6M36Eq,68675,ARACAJU,SE
8lJozwA6hWKE,2259,MOGI DAS CRUZES,SP
2Z3RmpX0EI3a,57820,JUIZ DE FORA,MG
iC6zwButtVJO,11660,SAO JOSE DOS CAMPOS,SP
HYGQKIkQXmHm,28611,CACHOEIRO DE ITAPEMIRIM,ES
oth7AdLx4Bwg,3880,PORTO ALEGRE,RS
2r7XNYE6yTda,98792,NOVO HAMBURGO,RS
CwnSB0KEpZNm,5327,PIRASSUNUNGA,SP
0aTvMnbw0JOf,19909,SERRINHA,BA
nE7jyaKBtrLC,89266,TAUBATE,SP
98zRefRyvMtL,6142,EMBU-GUACU,SP
fTQHRqJ2nakz,82700,ANAPOLIS,GO
xEmx2zvTZxMA,94820,BAURU,SP
msIK1rawvo1o,87280,BELO HORIZONTE,MG
zoEL6pG32Uwu,30570,BELO HORIZONTE,MG
g2psRfFj8vMi,2967,DUQUE DE CAXIAS,RJ
Kzx1bIEHFdYI,76985,SAO PAULO,SP
FpAeDJH0pWxN,59012,FRANCA,SP
Ij6fnaTZy1vC,8343,MONGAGUA,SP
VIRoQmbBz2ot,2926,LONDRINA,PR
Bup1aKwmzmcc,87306,PATY DO ALFERES,RJ
qMy4csQA1OmH,5628,SAO PAULO,SP
eI1jwBS2K1xq,89031,NOVA SERRANA,MG
LqfUkVA6LwHG,74975,ITAIPULANDIA,PR
Ry0pz9PVDf0d,5424,VINHEDO,SP
rQc0RQq71RIb,15102,VILA VELHA,ES
O1ntXwNNNEOP,2995,PALMEIRA DOS INDIOS,AL
8lnV0XZK5EY5,6045,SERRA,ES
0istvQitmAf5,72312,SAO JOSE DOS PINHAIS,PR
vqt4e33Db2cT,4617,SAO PAULO,SP
pmy1zhdxIkVx,25957,MOGI MIRIM,SP
pnJ2ADpVwX66,29330,DOM PEDRITO,RS
SekQdgDYB8rW,64835,SAO PAULO,SP
rZHW6VFkQoD2,4282,RIO DE JANEIRO,RJ
gaQSbVEwcFkf,95920,ATIBAIA,SP
WLQv8xB9lMqK,1248,SAO PAULO,SP
AYksoPVk6Ngu,75526,NOVA IGUACU,RJ
Nensmc7L9rg4,85601,SAO JOSE,SC
aFI2xUtNfo09,11940,SANTA CRUZ DO CAPIBARIBE,PE
4Dw0cZ1OtRqg,86960,MARACANAU,CE
jBaDC2LTXouZ,59598,SOROCABA,SP
ojQ5kDCvnBmU,5006,JOINVILLE,SC
CQPPN7rc7JRU,1328,GOIANIA,GO
R4kVJo8h5OhA,65765,VARZEA PAULISTA,SP
HGj5Z2UZMJsb,77404,SAO PAULO,SP
97wYLYuDoKY3,24030,FEIRA DE SANTANA,BA
Kej6ognh30AW,11090,DIVINOPOLIS,MG
dofL1yJSuZl8,13636,SANTA BARBARA,MG
sMFSvHA0JcpB,93534,SAO PAULO,SP
upJiKaQfobhb,32605,PARNAMIRIM,RN
4pZACX5ulaJD,5209,PANAMBI,RS
v8D4GrIkUyL1,5465,MATA DE SAO JOAO,BA
SopgnARpIIbc,2247,MAUA,SP
o0vmgO3qjS9J,39440,FUNDAO,ES
r6i4vGxrFrYN,87525,SAO GONCALO,RJ
FqBga4yMHWY7,75262,RIO DE JANEIRO,RJ
jyzjoUopcOo8,66070,URUPES,SP
9PabVi9LTQ4H,35703,SAO FRANCISCO,MG
JwLbU0Kx4jva,7070,GOIANIA,GO
UM2clPCZ11kA,11348,TERESINA,PI
cRt42SMMVXS4,69909,SAO PAULO,SP
xn58X7Yg3bTO,13044,NITEROI,RJ
VjOQcmxVlmsE,5185,SAO JOSE DOS PINHAIS,PR
wLLoUaJjkYb7,74660,RIO DE JANEIRO,RJ
aWqyrLzSnSKy,9635,CUIABA,MT
tPFQl0MkHEws,36857,NATAL,RN
bRRxP5uGNLiH,3109,SILVEIRAS,SP
arhtrEzZteLE,13082,NOVA IGUACU,RJ
yEEEzh3Suw7q,5663,PAPUCAIA,RJ
hTwYyybUpsRi,88304,SITIO NOVO,RN
g8W8Wcvo3IlQ,5125,BELO HORIZONTE,MG
nPll4X0X68jd,7841,CONTAGEM,MG
v4pmUSg4JQHy,38302,GOIANIA,GO
MUMKzPPl3ct6,7905,SAO PAULO,SP
P7xVstkvrUqz,65320,SAO PAULO,SP
g5DsFfnFv5sc,64082,CACHOEIRO DE ITAPEMIRIM,ES
bo5EXwiegpQM,27278,TERESOPOLIS,RJ
emw5A7qMOV4n,18217,BETIM,MG
hAZvtTJzalBb,5451,DIADEMA,SP
kgGrDXfcYenf,2464,SAO PAULO,SP
IUtZ2s5qou0b,61925,PIUMHII,MG
tgCI8LlyFjd5,3658,SAO PAULO,SP
ubYvCS3OSX68,41900,PIRACICABA,SP
jRWaOiP3xelW,23082,FORTALEZA,CE
MfUnZP9II2ZA,49009,VARGEM GRANDE PAULISTA,SP
8FiQQ718HfQe,76375,NOVA IGUACU,RJ
jaLrisHOb5RB,65903,SALTO,SP
u20jbiwFOo0o,36985,BRASILIA,DF
XzkLKH5Mvj7o,36404,GUAXUPE,MG
h9N8z8hYK8sm,48790,SAO PAULO,SP
tg9Yims0mFsp,14300,SAO PAULO,SP
JCEiWpHxNcvr,40243,CURITIBA,PR
n1iWICFBDE9Z,79280,LAJE DO MURIAE,RJ
uzLI9Dwo2EvP,13515,PINDAMONHANGABA,SP
ko0Je7Mac0NS,24456,SAO PAULO,SP
IuA1FF9m3fGk,46550,SAO PAULO,SP
83R3d17hNv89,75901,SAO PAULO,SP
xBkE3iz1coP8,85945,CERRO GRANDE,RS
joSdM8kLvC8F,25275,SAO PAULO,SP
tuPNUB1Kqx5D,55643,NOVA FRIBURGO,RJ
7BfcF2igmyP0,74635,SAO PAULO,SP
edszCuJMrkQ4,88915,RIO DE JANEIRO,RJ
xkWLRgbmd4OX,41185,SAO GONCALO,RJ
rUe8Aaj0a8GT,89053,RIO DE JANEIRO,RJ
vWBHsohWSd6F,36084,POUSO ALEGRE,MG
fG6wXk0HCB5s,24027,FLORIANOPOLIS,SC
GLD10KmLegZ8,72501,PONTAL DO PARANA,PR
ZnR9at65nHCO,46550,SAO PAULO,SP
7xPQ4NXXSfQU,23095,MACAE,RJ
LHxQ6WQVQZUX,1420,SUZANO,SP
7rplwUDa7TR3,95585,ATIBAIA,SP
ONr9kCoQQHwt,3581,SAO PAULO,SP
AeMNfuHiuJIg,31844,RIO DE JANEIRO,RJ
5IZAtOTLVnnD,55485,ALTO PARANA,PR
7XOg1tU0T40U,71655,SAO PAULO,SP
uJN6phCcpkxd,73310,BELFORD ROXO,RJ
3l1i96jhryjC,5879,TATUI,SP
eJ7fxL8RhbBE,78028,BETIM,MG
KTerTxlTeB9h,70686,SAO GONCALO DO RIO PRETO,MG
rey00LZXCu4Y,21012,INDAIATUBA,SP
oxYXKiUSoXEZ,6665,PORTO ALEGRE,RS
r4L4mA8caG2L,2246,SANTA RITA DO PASSA QUATRO,SP
giAyrEN5Dmxq,3377,SAO PAULO,SP
qbrugKkLOEe6,79604,JOAO PESSOA,PB
MOeTVwzhZwoW,13877,LAURO DE FREITAS,BA
kygpmf5cpVU8,59227,SAO PAULO,SP
H5x7871wKvhq,1211,FEIRA DE SANTANA,BA
egaf1T5uiwsz,78559,RIO DE JANEIRO,RJ
5fz7GPTNN0p3,57500,GUARULHOS,SP
osEw3zaljwgI,32150,ITAUNA,MG
Ngx0bbYZbQJm,20755,SAO PAULO,SP
AfAGKGdSYwEq,5581,RIO DE JANEIRO,RJ
uK6zNfRLJb43,3804,BRASILIA,DF
fuMa8DxtwwfO,60864,RIO BONITO DO IGUACU,PR
YhHvSpeFmeSw,84970,OSASCO,SP
b7qFET7xclAR,96214,ITAPEMA,SC
AYsIvoEWiLM4,36405,BRASILIA,DF
J9sERtBH3HB0,5323,TOLEDO,PR
V0tjtVqxbaHi,15500,PASSOS,MG
yZOWGyituEXY,78800,TUPARETAMA,PE
SbJXftfClpkc,70844,SANTA CRUZ DO SUL,RS
cdirEnvzklVa,87047,SAO PAULO,SP
x7oiRhMl8AXj,29172,PRESIDENTE PRUDENTE,SP
SjRsNSmz3xeM,13341,VASSOURAS,RJ
R0o2Hbczu8OJ,91349,BRAGANCA PAULISTA,SP
sdAEdEZF5AT4,84550,PORTO ALEGRE,RS
UymXRszLZ1cE,4612,SAO PAULO,SP
yAKJawTS5Q0K,83411,CURITIBA,PR
1v5DmeFwnkNs,56328,CONTAGEM,MG
EgOnvApBFCam,24846,ANAPOLIS,GO
ZvXYdoPPXvSd,18120,PONTA GROSSA,PR
dNxkhBxRl2Bh,78098,MOGI DAS CRUZES,SP
04HXNRdb3ZET,98955,RECIFE,PE
QGWGJG4H3PdI,23064,SAPUCAIA,RJ
x4pQ5spJG93P,4068,RIO DE JANEIRO,RJ
Vu6ExS1lUlZS,9603,MANHUACU,MG
zI2WLsqPK84T,83203,PORTO ALEGRE,RS
Lv9ymooTbfNY,36600,FRANCO DA ROCHA,SP
TJkrqb0cnGte,6220,PORTO ALEGRE,RS
BkFfo4YTSyFn,42710,URUACU,GO
oc4OnThMH7ol,66823,CAMPINAS,SP
rTbQqpnnWCqv,35480,SAO JOSE DO RIO PRETO,SP
LQIOlqkbuEKl,97575,ANGRA DOS REIS,RJ
yYC1dqAHaA2C,36888,OURINHOS,SP
DdEyYkuQSCoN,88870,SAO PAULO,SP
THykovVrdk9e,74465,INDAIATUBA,SP
zT1tcUO9IuO5,35878,RIO DE JANEIRO,RJ
bKt1d6Q6QLqK,12212,JACAREI,SP
agN5i8eLzbca,7114,IPIGUA,SP
KKdzR4QAaH59,37810,VARGEM,SP
GOcrfXQi2kJY,32419,QUIXABEIRA,BA
kstVwLhG3DAL,6142,EMBU-GUACU,SP
vLVB6xIAvbum,4169,OSASCO,SP
8BiVsOfgFB0F,55305,SAO PAULO,SP
ha3b0ptVkfj4,79062,VALINHOS,SP
Gk6IpGtbiq1n,89036,MAUA,SP
GXUKmtx9WoHi,56760,SAO CARLOS,SP
dSgccd7ojiUa,64005,SAO PAULO,SP
OeXUlp3yDVCS,60320,MARICA,RJ
E6RmbiiJTyy2,7134,JARAGUA,GO
ZDKn1LIQsRMK,3401,NITEROI,RJ
tklNGykHfzQl,7997,SAO PAULO,SP
RQwU0I3lM14o,3208,PAULISTA,PE
ojdc2brNYCH3,13044,NITEROI,RJ
hNrw5f8H22cX,85858,BELO HORIZONTE,MG
oZGrKZ6hcnCa,55636,SANTOS,SP
cYea788ofgcQ,98010,PORTO ALEGRE,RS
Q2fkzgzajZs5,65365,SAO PAULO,SP
IBlFjui97nX6,3624,NITEROI,RJ
22bhrIOtu36U,13613,POTIRAGUA,BA
cZpgIG556wh3,41311,SANTOS,SP
Mv352AzrGg3h,87250,SAO JOSE DO RIO PRETO,SP
PSlb3vXC9yip,57270,PINHAIS,PR
4TqhvdoOMC7i,26155,SAO PAULO,SP
Pe5QLwnXUJbM,29042,CAMPO BELO,MG
wRULRH5VteoW,62190,NITEROI,RJ
nGw0tlWsmAZP,5468,SAO PAULO,SP
ftXHeo9SmxWq,35437,SAO PAULO,SP
nls5QvHAtvod,73870,PASSA QUATRO,MG
VOLvnvgJZ7QS,82300,ANDRADINA,SP
pd1bDj3MMEzB,22621,VARGINHA,MG
tZTPhslkX5Ff,27516,SAO GONCALO,RJ
vQEIwHqtMeFx,27336,BELEM,PA
BUZR67Fi6Lai,4703,TERESOPOLIS,RJ
jSOAEMFfYbDY,4851,BRASILIA,DF
J8Y3pkVHJVwt,1043,SAO JOSE DO OURO,RS
PyiLZi7BiLtf,72502,INDAIATUBA,SP
MOE4J4gRAmUC,89111,CAMPINAS,SP
SwiUBpa0Sqfo,89031,NOVA SERRANA,MG
3dEkr9guyx1W,85845,SAO PAULO,SP
kDsMeXWTwsxF,4437,SAO LEOPOLDO,RS
m9dl5LBE1NyF,1410,OSVALDO CRUZ,SP
EiqB9GCluDPE,78080,PIRACICABA,SP
kDU7YrVnmfmx,1138,SALVADOR,BA
gLf8lhJ19OAr,3871,SAO JOSE DOS CAMPOS,SP
dTZDFfUTYGok,26520,SAO PAULO,SP
T3gVjFLMN1uv,14702,CURITIBA,PR
1KA0qRo0FMLZ,26115,RIBEIRAO PRETO,SP
XHAks9sXaTcv,92990,SAO PAULO,SP
7opuQiKYTsa4,75125,SAO PAULO,SP
xhnm94mZFV6b,16370,BELO HORIZONTE,MG
QKk0J5lsqkwj,45455,PRAIA GRANDE,SP
1OeDvOSjozyB,9830,FERRAZ DE VASCONCELOS,SP
qFeF1nySeoc2,62655,PALMAS,TO
v4jtHALTWpg7,9783,RIO DE JANEIRO,RJ
RaIr4SerSIYV,39165,SOROCABA,SP
MD6iQe13UKIj,4707,SAO PAULO,SP
3rTpvgKuM0Bl,6147,VISCONDE DO RIO BRANCO,MG
lq1pMgYgH0yc,88704,NITEROI,RJ
Uk7g4ZucMuaL,19023,VESPASIANO CORREA,RS
BfUXpZMFfI4t,99680,MOGI-GUACU,SP
2Bgvf9gpOZ8n,15102,VILA VELHA,ES
rZvJhr9QN0T2,73030,PORTO ALEGRE,RS
bQS8IS4m1Pd5,4295,SALVADOR,BA
9lgnpOtCJLjD,4067,SAO PAULO,SP
kKEnP9hDmT5W,4296,PINDAMONHANGABA,SP
ijVQbYrHKuEz,4003,BENTO GONCALVES,RS
PPXzTvwzSSzI,5707,CONSELHEIRO LAFAIETE,MG
S8ba8sYMZL3N,4870,MARILIA,SP
V4kRW5k6u8dL,48730,PARACATU,MG
8etYYOx8YpgB,2375,SAO PAULO,SP
buYNHQDs2ZNX,14735,RIO GRANDE,RS
4NfUrbif80rN,84010,SANTO ANTONIO DAS MISSOES,RS
9W9acgvEKLpt,87175,OURINHOS,SP
UvxqQHGdk19E,30580,AVARE,SP
Y8tSm1xx1f4v,18108,BELO HORIZONTE,MG
fmQFudjb9NoY,58040,CORUMBA,MS
ca1aOKHaIx2i,3058,PORTO ALEGRE,RS
LTEFIzZnUMdK,89202,CAXIAS DO SUL,RS
VYziHrjn8UmU,65250,SAO PAULO,SP
nLGcRdKssFCy,39460,MOSSORO,RN
t8mmUxMvR90p,64578,BELO HORIZONTE,MG
QTKAuQTqkjGF,94020,MANDAGUACU,PR
qdRXZz6IXv6F,21371,BLUMENAU,SC
pL2deVRMcu5F,83035,PENHA,SC
5V0TNDQTdGAn,4216,PAULISTA,PE
WFyxm1DxixZF,66635,GUARULHOS,SP
uETQfNn8Myim,13105,PORTO ALEGRE,RS
gEaLVSOxOm2F,3953,BRASILIA,DF
